probe	gene
A_24_P281975	GNPTAB
A_24_P282227	CA8
A_24_P282237	PRIM2A
A_24_P282251	FGA
A_24_P282383	MYH7
A_24_P282416	ABL1
A_24_P282434	PTPRJ
A_24_P282578	SSR2
A_24_P282597	CD46
A_24_P282868	NRXN1
A_24_P283000	DVL3
A_24_P283189	CD14
A_24_P283221	NAIP
A_24_P283288	MAPK14
A_24_P283591	OR1Q1
A_24_P283834	DRD2
A_24_P284420	ERBB2
A_24_P284783	PPIL2
A_24_P284893	PSMB2
A_24_P285032	IDS
A_24_P28524	DBT
A_24_P285522	MAP4K3
A_24_P28562	FMO4
A_24_P285623	DGUOK
A_24_P285768	EDEM1
A_24_P28578	EPS15
A_24_P285831	NDUFB5
A_24_P285880	TLOC1
A_24_P286013	HIP2
A_24_P286598	ATP6V1C1
A_24_P287075	MAP4K2
A_24_P287129	HSPA8
A_24_P287189	TOLLIP
A_24_P287664	PLCB2
A_24_P287683	AP3S2
A_24_P287691	AP3S2
A_24_P287766	ABCC12
A_24_P288298	KIR2DL4
A_24_P288685	IL13RA1
A_24_P288722	CASK
A_24_P288754	PIGA
A_24_P288979	GNPTAB
A_24_P289139	SH3KBP1
A_24_P289265	ABCA1
A_24_P289404	RPS26
A_24_P289726	PSMD3
A_24_P28977	TRPC1
A_24_P29001	LSM3
A_24_P2901	CNTN2
A_24_P290286	P4HA3
A_24_P290481	VIL2
A_24_P290572	RBM25
A_24_P290751	DTX1
A_24_P290770	OGDH
A_24_P290799	PGS1
A_24_P290874	MTMR1
A_24_P291016	ABL1
A_24_P291231	PER3
A_24_P291588	DVL3
A_24_P291658	ADH1A
A_24_P291680	CNOT6L
A_24_P292020	POLR2J
A_24_P29260	MGAT4B
A_24_P292929	CAMKK1
A_24_P29401	PIK3R1
A_24_P294191	RALB
A_24_P294233	GLS
A_24_P294419	SEMA3B
A_24_P294821	SYNJ2
A_24_P294931	PPP2R5D
A_24_P294982	VTA1
A_24_P295010	SERPINB9
A_24_P295412	VCP
A_24_P295609	FUT4
A_24_P295620	AASDHPPT
A_24_P295745	HSPA8
A_24_P295791	DGAT2
A_24_P295999	CD4
A_24_P296424	CLN3
A_24_P296457	PHKG2
A_24_P296520	UBE2G1
A_24_P29665	CYCS
A_24_P296698	MAP2K3
A_24_P296772	PPP1R14A
A_24_P297166	SEPT5
A_24_P297182	GGTLA1
A_24_P297539	UBE2C
A_24_P297888	MTAP
A_24_P298027	AXIN2
A_24_P29818	RPL30
A_24_P298409	HLA-C
A_24_P298724	OR2T8
A_24_P298986	AF090906
A_24_P299193	GGTL3
A_24_P299489	NFYC
A_24_P299507	REST
A_24_P29966	TRIM32
A_24_P29975	ARPC5L
A_24_P299769	OR1C1
A_24_P300076	SEMA3F
A_24_P300394	GSTA2
A_24_P301146	LMO7
A_24_P301195	ACOT2
A_24_P301501	CCL15
A_24_P301655	CD33
A_24_P301837	HRH3
A_24_P301846	GART
A_24_P302172	PTGFR
A_24_P302249	APOA2
A_24_P302685	ARHGEF4
A_24_P302797	PCCB
A_24_P302802	PCCB
A_24_P302833	APPL1
A_24_P302998	ATP5I
A_24_P303052	PPARGC1A
A_24_P303091	CXCL10
A_24_P303118	RPL34
A_24_P303354	HIST1H2AG
A_24_P303390	EHMT2
A_24_P303454	TIAM2
A_24_P303589	CUL1
A_24_P303770	CTSB
A_24_P304051	GSTO1
A_24_P304154	AMPD3
A_24_P304419	IGF1
A_24_P304423	IGF1
A_24_P304439	SDS
A_24_P3045	CASP10
A_24_P304549	LAMP1
A_24_P304636	RPS6KA5
A_24_P305312	BBC3
A_24_P305345	CD209
A_24_P305764	SMS
A_24_P306499	SCNN1B
A_24_P307135	TNXB
A_24_P307195	AASDH
A_24_P307314	MTHFD2L
A_24_P307626	ATP1A4
A_24_P307869	LLGL2
A_24_P308096	JAK3
A_24_P308128	POLR2A
A_24_P308628	HEMK1
A_24_P309095	RELN
A_24_P309317	PSAP
A_24_P310667	HUWE1
A_24_P311679	DKK2
A_24_P311694	MAML1
A_24_P311845	SLC2A3P1
A_24_P311926	HLA-G
A_24_P312578	AKR1C1
A_24_P312671	MRE11A
A_24_P31275	ATP1B2
A_24_P312895	ABCB9
A_24_P313186	CALM1
A_24_P313418	CCL22
A_24_P313500	CTF1
A_24_P313504	PLK1
A_24_P313576	VAMP2
A_24_P313597	BECN1
A_24_P313756	TUBB6
A_24_P313822	PAK4
A_24_P313895	MAP2K7
A_24_P314159	APP
A_24_P314179	ETS2
A_24_P314451	F8
A_24_P314477	TUBB2B
A_24_P315184	CICK0721Q.1
A_24_P315440	CD174733
A_24_P315535	SPRED2
A_24_P316154	CSNK1A1
A_24_P31627	KCNB1
A_24_P316270	AK094969
A_24_P316305	AQR
A_24_P316413	GNAO1
A_24_P316430	NT5E
A_24_P316489	NDUFA10
A_24_P316634	FGR
A_24_P316659	S67659
A_24_P317135	EXOSC7
A_24_P317719	WHSC1L1
A_24_P317835	INPP5E
A_24_P317907	SORBS1
A_24_P318457	E2F4
A_24_P318544	CSNK1D
A_24_P318656	ITGB3
A_24_P318836	FZR1
A_24_P318967	PDXK
A_24_P319001	GSTT1
A_24_P319088	CCL23
A_24_P319113	P2RX7
A_24_P319711	GAD1
A_24_P319715	PDIA6
A_24_P319923	MYLK
A_24_P319942	SSR3
A_24_P319989	CAV3
A_24_P320033	CD80
A_24_P320036	GNAT1
A_24_P320103	MDS1
A_24_P320124	NPY5R
A_24_P320284	DHFR
A_24_P320410	IL9
A_24_P320597	LOC153914
A_24_P320699	IGFBP3
A_24_P321369	SRPR
A_24_P321626	POLR3B
A_24_P321766	SERPINA5
A_24_P321919	IQGAP1
A_24_P322025	CREBBP
A_24_P322313	ERN1
A_24_P322369	VPS4B
A_24_P322395	EGLN2
A_24_P322426	PTGIR
A_24_P322474	PDE4A
A_24_P322741	IL10RB
A_24_P322867	DUSP8
A_24_P323072	GNRH2
A_24_P323104	DIAPH1
A_24_P323545	MYH14
A_24_P323835	H3F3A
A_24_P324449	ABCB10
A_24_P324565	SCARB1
A_24_P3249	RARB
A_24_P325333	PDE4B
A_24_P325520	SORT1
A_24_P325691	TRIP12
A_24_P325992	LIFR
A_24_P326082	HLA-E
A_24_P326084	HLA-DQA1
A_24_P326511	SORBS1
A_24_P326635	ADRBK1
A_24_P326739	GLS2
A_24_P327011	PPCDC
A_24_P327815	STIP1
A_24_P32790	YOD1
A_24_P328333	ROCK2
A_24_P32849	RP11-78J21.1
A_24_P328492	SOCS5
A_24_P329152	CD2AP
A_24_P32935	FOLR2
A_24_P329424	CYP11B1
A_24_P329597	UBQLN1
A_24_P329600	UBQLN1
A_24_P329635	TSC1
A_24_P329815	AMOTL1
A_24_P330009	POLR2L
A_24_P330112	FLJ10292
A_24_P330263	EDNRB
A_24_P330366	RCOR1
A_24_P330518	CA12
A_24_P330633	TAT
A_24_P330684	ABAT
A_24_P330822	TCF2
A_24_P331128	GNA15
A_24_P33156	AFMID
A_24_P331560	STS
A_24_P331918	COL6A1
A_24_P332806	INPP5B
A_24_P332981	HLA-DOA
A_24_P333420	ATP1A4
A_24_P333733	ATP6V0A1
A_24_P333993	OR2W3
A_24_P334130	FN1
A_24_P334300	FGF12
A_24_P334378	UGT2A3
A_24_P33444	YWHAE
A_24_P33477	CTNNA2
A_24_P335025	ENTPD1
A_24_P336584	RASSF5
A_24_P336728	LPGAT1
A_24_P336848	ACYP2
A_24_P336957	HTRA2
A_24_P337104	OXTR
A_24_P337239	FGF5
A_24_P337334	DCTD
A_24_P337388	MARCH6
A_24_P337657	SRF
A_24_P337700	VNN1
A_24_P337846	PON1
A_24_P338121	UBQLN1
A_24_P338788	CSNK1A1L
A_24_P338992	EDC3
A_24_P339024	CKMT1B
A_24_P339305	UBE2Z
A_24_P339416	ARSG
A_24_P339436	GNAL
A_24_P339514	CYP2B6
A_24_P339944	PDGFB
A_24_P339974	AP2A2
A_24_P340128	P2RY8
A_24_P341370	PPP2R5C
A_24_P3415	PPP2R2C
A_24_P34152	SPIRE1
A_24_P34168	MYH10
A_24_P341761	MUC2
A_24_P34186	DMD
A_24_P341897	ACVR1B
A_24_P341909	UGCGL2
A_24_P341958	STT3B
A_24_P342086	WWP2
A_24_P342178	STAT5B
A_24_P342279	CREBBP
A_24_P342377	ME1
A_24_P342388	DMD
A_24_P342632	AK5
A_24_P343095	DHFR
A_24_P343233	HLA-DRB1
A_24_P343377	ATP5J2
A_24_P343559	NTRK2
A_24_P343695	RET
A_24_P344087	REC8
A_24_P344251	ITGAX
A_24_P344307	PSME3
A_24_P344510	KLK3
A_24_P344666	PAK7
A_24_P344711	AGPAT3
A_24_P345123	MPZL1
A_24_P345498	XRCC5
A_24_P345822	TFG
A_24_P345948	DCTD
A_24_P345993	CANX
A_24_P346277	SRF
A_24_P346339	SESN1
A_24_P346604	UBE2W
A_24_P346644	AL050206
A_24_P346886	NDUFB8
A_24_P347447	DAAM1
A_24_P347458	MPP5
A_24_P347488	PSMC1
A_24_P347566	TLN2
A_24_P347946	GIT1
A_24_P348090	ME2
A_24_P348649	NDUFA1
A_24_P349274	OR4X2
A_24_P349560	EIF4E
A_24_P350173	FLJ20581
A_24_P350223	SHC4
A_24_P350386	AF199612
A_24_P350397	HSD3B1
A_24_P350622	KIR2DL4
A_24_P350683	SLC9A1
A_24_P350759	SLC1A2
A_24_P35109	CLDN3
A_24_P352608	GALC
A_24_P352864	PSME3
A_24_P353300	LIMK2
A_24_P353619	ALPL
A_24_P353709	B4GALT2
A_24_P353794	GALNT2
A_24_P353912	GNAI3
A_24_P353964	HADHA
A_24_P35400	SARDH
A_24_P354429	HTN1
A_24_P354468	H2AFZ
A_24_P354715	NT5E
A_24_P35478	PARD3
A_24_P354800	HLA-DOA
A_24_P355145	DNAJC5B
A_24_P355493	LHPP
A_24_P355626	ABCG4
A_24_P355693	PHCA
A_24_P355720	FGF4
A_24_P355944	EFNB2
A_24_P355967	HTR2A
A_24_P356015	EIF2S1
A_24_P356130	MAP2K5
A_24_P356338	GABARAPL2
A_24_P356373	HAGHL
A_24_P356406	PAFAH1B1
A_24_P35643	WNT11
A_24_P356592	PRKAR1A
A_24_P356721	RPL18
A_24_P357037	UBE2G2
A_24_P357266	GRPR
A_24_P357518	RPL21
A_24_P357535	OR7A10
A_24_P358462	AGRN
A_24_P358628	GRIN2A
A_24_P359205	PIGQ
A_24_P359231	HIST1H2BJ
A_24_P359291	B4GALNT1
A_24_P359405	DTX3
A_24_P360529	PDE7A
A_24_P360674	CDKN2B
A_24_P361006	NDUFA9
A_24_P361167	CHD8
A_24_P362317	ADAR
A_24_P362394	VPS45
A_24_P362432	MDM4
A_24_P362540	DDEF2
A_24_P362881	IFT57
A_24_P362904	PFKFB4
A_24_P362916	GPD1L
A_24_P36299	GRLF1
A_24_P363005	UBE2D3
A_24_P363259	CNR1
A_24_P363548	HIP1
A_24_P363609	IRF5
A_24_P363679	ATP6V1H
A_24_P363953	RAB11FIP2
A_24_P364025	UBE2D1
A_24_P364042	PPYR1
A_24_P364221	CD5
A_24_P364236	NDUFC2
A_24_P364296	STX2
A_24_P364363	TNFRSF1A
A_24_P364381	MMAB
A_24_P364412	PPP1R12A
A_24_P36457	STX16
A_24_P364807	AYTL1
A_24_P364838	SLC9A3R2
A_24_P365469	B4GALT5
A_24_P365515	FOXA2
A_24_P365523	FOXA2
A_24_P365526	HCK
A_24_P365767	CYBB
A_24_P365807	EFNB1
A_24_P366107	DNA2L
A_24_P366652	ITGAD
A_24_P366994	ARHGDIA
A_24_P367211	SOCS7
A_24_P367410	GABRQ
A_24_P367473	CCR3
A_24_P367481	CCR3
A_24_P367666	ASH1L
A_24_P367749	BC010615
A_24_P367752	NDST1
A_24_P367776	FLJ20581
A_24_P367965	HK1
A_24_P369694	PPP2R5C
A_24_P370156	MAN2B1
A_24_P370472	HLA-DRB4
A_24_P370887	VAMP3
A_24_P371782	CGA
A_24_P371962	AMD1
A_24_P372012	ICA1
A_24_P372048	YKT6
A_24_P372123	METTL2B
A_24_P372223	MSR1
A_24_P372608	RPS13
A_24_P372613	APBB1
A_24_P372672	DLAT
A_24_P372862	ETV6
A_24_P372901	MVK
A_24_P372913	TCF1
A_24_P372932	PEX5
A_24_P373096	TGFB3
A_24_P373152	CFL2
A_24_P37319	ACSL3
A_24_P373312	NFATC3
A_24_P373475	ASPA
A_24_P373768	GIPR
A_24_P373976	SDC4
A_24_P37409	DUSP2
A_24_P374154	SF3A1
A_24_P37441	PDK1
A_24_P374516	TMSB4X
A_24_P374586	PMS2
A_24_P374943	CXADR
A_24_P375237	RPL12
A_24_P375813	RPL7A
A_24_P37589	ACPP
A_24_P3761	ALDH5A1
A_24_P376150	ROBO2
A_24_P376229	SAE2
A_24_P376441	TAF5L
A_24_P376483	HLA-A
A_24_P376556	CYCS
A_24_P376760	CA6
A_24_P37712	TEC
A_24_P377124	THPO
A_24_P377183	SEPSECS
A_24_P377269	HSPA4
A_24_P377277	HSPA4
A_24_P377328	SLU7
A_24_P377775	RGS3
A_24_P377895	RAG1
A_24_P378019	IRF7
A_24_P3783	HIST1H2BM
A_24_P378368	MBTPS1
A_24_P378506	UBE2Z
A_24_P378581	BC070125
A_24_P378806	NTSR1
A_24_P378928	ADRBK2
A_24_P378958	CYB5R3
A_24_P379104	PIM2
A_24_P379413	IL6R
A_24_P379512	PIGK
A_24_P37962	HK3
A_24_P379858	ACAA1
A_24_P380311	CAMK2A
A_24_P380330	PANK3
A_24_P380348	SMAP1
A_24_P380349	HTR1E
A_24_P380536	CD164
A_24_P380734	SDC2
A_24_P380919	HNRPK
A_24_P381224	SYVN1
A_24_P381494	SLC11A2
A_24_P381625	PSMC6
A_24_P381803	UBE3A
A_24_P381838	MAN2A2
A_24_P381844	GRIN2A
A_24_P381901	CX3CL1
A_24_P381945	HMOX2
A_24_P381962	AP1G1
A_24_P382001	POLR3K
A_24_P382266	PIAS2
A_24_P382489	SLC27A1
A_24_P382661	ETS2
A_24_P38276	FZD1
A_24_P382765	NHP2L1
A_24_P383076	AASDH
A_24_P383095	MTMR7
A_24_P38347	DPYSL2
A_24_P383480	PROS1
A_24_P38363	MYC
A_24_P383850	EIF4G3
A_24_P383999	RPS3A
A_24_P384779	PRKAG2
A_24_P384839	LSS
A_24_P385119	TAF2
A_24_P385134	SCD5
A_24_P385190	SLC4A1
A_24_P385280	ALDH9A1
A_24_P385313	PTPRF
A_24_P386334	SH3GLB2
A_24_P386375	IFNA21
A_24_P386622	ARRB1
A_24_P386639	BET1L
A_24_P386771	PPP1CC
A_24_P387158	THOC4
A_24_P387179	RPS6KB1
A_24_P387839	DEGS1
A_24_P387875	KCNJ10
A_24_P387926	KMO
A_24_P38815	TPP1
A_24_P388252	PPP3R1
A_24_P388322	COLEC11
A_24_P388528	ST6GAL1
A_24_P388622	STX18
A_24_P388810	SRP19
A_24_P388860	OSMR
A_24_P38895	H2AFX
A_24_P389251	CYP3A4
A_24_P38930	CTNND1
A_24_P38951	TNFRSF19L
A_24_P389517	HNRPK
A_24_P389994	NADK
A_24_P390070	SFRS9
A_24_P390495	CX3CL1
A_24_P390784	SREBF1
A_24_P391431	TAF9B
A_24_P391526	MAGED1
A_24_P391531	COX11
A_24_P391568	ARNT
A_24_P392774	HSD17B12
A_24_P393230	HLA-DQA1
A_24_P393303	MDS032
A_24_P393353	XRN1
A_24_P393449	DAPK1
A_24_P393458	CHRNA1
A_24_P393571	GDA
A_24_P393611	GNAO1
A_24_P393644	GYPB
A_24_P393711	ABL1
A_24_P393880	TPM3
A_24_P394075	NT5C1B
A_24_P394246	SCOTIN
A_24_P394510	HIST1H2AJ
A_24_P394533	NEU1
A_24_P394698	ORC5L
A_24_P394940	CYP2E1
A_24_P395317	DIS3
A_24_P395966	ZBP1
A_24_P396167	CTSW
A_24_P396197	PRKCSH
A_24_P39639	EXOSC6
A_24_P39654	GRB2
A_24_P396650	RPS6KA1
A_24_P396660	GSTM4
A_24_P396662	GSTM4
A_24_P396720	PPP1CB
A_24_P396800	GMPPA
A_24_P396889	AK025576
A_24_P396980	PFN2
A_24_P396994	ATP6V1A
A_24_P397043	ST6GAL1
A_24_P397107	CDC25A
A_24_P397255	ENPP6
A_24_P397294	LTC4S
A_24_P397386	LIFR
A_24_P397435	SLC6A3
A_24_P397489	GCNT2
A_24_P397498	TPMT
A_24_P397566	MAPK14
A_24_P397613	OPRM1
A_24_P397817	LEP
A_24_P397928	CTSB
A_24_P398092	RAD23B
A_24_P398432	CENTD2
A_24_P398572	IGF1
A_24_P398585	UNG
A_24_P398972	COQ7
A_24_P399009	EDC4
A_24_P399174	RABEP1
A_24_P399606	NOTCH3
A_24_P399630	PRKACA
A_24_P399871	CACNA1I
A_24_P40010	RPS28
A_24_P401645	AP4S1
A_24_P40165	PIGT
A_24_P401656	AF086102
A_24_P401686	CACNA1G
A_24_P401768	AMOTL1
A_24_P401787	TPH2
A_24_P401842	HHIP
A_24_P401855	FGF5
A_24_P401909	RAB11FIP4
A_24_P401921	SLC24A1
A_24_P401990	ERCC2
A_24_P402064	SEC63
A_24_P402222	HLA-DRB3
A_24_P402242	COL3A1
A_24_P40229	CRNKL1
A_24_P402438	TGFB2
A_24_P402784	SLC38A3
A_24_P402825	CACNA2D3
A_24_P40306	SERPIND1
A_24_P403403	RPL35
A_24_P403417	PTGES
A_24_P403459	IFNA4
A_24_P404204	COX11
A_24_P404245	PCYT2
A_24_P405205	ATP2B4
A_24_P40529	TMLHE
A_24_P405298	PPP1CB
A_24_P4054	TRIP6
A_24_P405705	SLC2A2
A_24_P406006	AYTL2
A_24_P406132	MAPK13
A_24_P406301	NDUFB2
A_24_P406525	ChGn
A_24_P406664	RAD23B
A_24_P406693	P4HA1
A_24_P406830	MTMR2
A_24_P406870	ILK
A_24_P407235	CRY1
A_24_P407311	ERO1L
A_24_P407323	PPM1A
A_24_P40737	PRLR
A_24_P407645	SPN
A_24_P407717	GRB2
A_24_P408083	DNMT1
A_24_P408206	PRKACA
A_24_P40827	RAD51L3
A_24_P408424	MYH9
A_24_P408457	NAGA
A_24_P408704	DOCK2
A_24_P408715	LOC285398
A_24_P408736	GALNT5
A_24_P408772	PBEF1
A_24_P409230	OR10A2
A_24_P409519	PTPN5
A_24_P409595	MAPK8IP1
A_24_P410363	EGLN1
A_24_P410562	SLC9A6
A_24_P410610	DPYD
A_24_P410678	JAK1
A_24_P410686	BC027714
A_24_P410859	PMS2
A_24_P411121	TNFRSF18
A_24_P41180	RPS5
A_24_P412156	CXCL12
A_24_P412238	MUS81
A_24_P412617	UBE2Q2
A_24_P413470	TP73
A_24_P413479	IL22RA1
A_24_P413669	PFKFB2
A_24_P414045	GCS1
A_24_P414169	BC040991
A_24_P414183	OGG1
A_24_P414187	IQSEC1
A_24_P414269	ALG3
A_24_P414371	PPP3CA
A_24_P414419	HADH
A_24_P414658	HIST1H2AG
A_24_P414719	FLJ11236
A_24_P414786	CDC40
A_24_P414803	PLN
A_24_P414999	LAPTM4B
A_24_P415150	GNA14
A_24_P415195	NTRK2
A_24_P415280	SEC61A2
A_24_P415615	CHRM1
A_24_P41570	H2AFZ
A_24_P415839	LIG4
A_24_P415845	LIG4
A_24_P416014	C15orf15
A_24_P416059	MAN2C1
A_24_P416159	RBL2
A_24_P416177	ADCY7
A_24_P416257	GGA2
A_24_P416411	PEX12
A_24_P416951	NDUFV3
A_24_P417036	PPARA
A_24_P417055	CNTNAP2
A_24_P4171	FGFR1
A_24_P417162	TBL1X
A_24_P417189	DUSP9
A_24_P417546	SCD5
A_24_P418418	RPS17
A_24_P41850	MASP1
A_24_P418619	RPS10
A_24_P418717	BMPR1A
A_24_P418809	GNAS
A_24_P418816	GPX7
A_24_P419109	CREBL1
A_24_P419211	MTMR6
A_24_P419239	EPHA8
A_24_P419286	DNAH3
A_24_P419309	WDR57
A_24_P419351	PDE4D
A_24_P4212	PYCRL
A_24_P42136	KRT18
A_24_P42264	LYZ
A_24_P42517	KDELR2
A_24_P42557	TSHR
A_24_P42624	UNC5C
A_24_P42633	CDC42
A_24_P42681	PSMD2
A_24_P42755	FLT1
A_24_P43144	PDE11A
A_24_P44279	FBXW8
A_24_P44341	UGCGL2
A_24_P44462	TPM1
A_24_P44845	GRLF1
A_24_P450172	AK095151
A_24_P45379	CACYBP
A_24_P453819	BC067907
A_24_P454313	HNRPA1
A_24_P45476	XCL1
A_24_P45481	AKT3
A_24_P45651	HIST2H3A
A_24_P45728	CGN
A_24_P457628	THC2682808
A_24_P457912	PIGU
A_24_P46066	CXCR6
A_24_P461118	PRKCI
A_24_P46130	ACPP
A_24_P46159	SCOTIN
A_24_P46171	PIGX
A_24_P46357	MYO10
A_24_P463891	AK095046
A_24_P46484	RBM22
A_24_P465481	AW612629
A_24_P46577	ZNRD1
A_24_P4661	EI24
A_24_P4678	ACAD8
A_24_P46808	MDH2
A_24_P46927	AK024824
A_24_P46946	SOX17
A_24_P47182	VCL
A_24_P472055	RNF125
A_24_P472455	AL117621
A_24_P475556	LOC146346
A_24_P47870	DAD1
A_24_P4795	FUSIP1
A_24_P479551	FLJ25076
A_24_P48014	SOCS1
A_24_P48078	CYLD
A_24_P4816	GABARAPL1
A_24_P48162	MPG
A_24_P48177	ST3GAL2
A_24_P481844	HLA-DMB
A_24_P483083	TFDP1
A_24_P48403	YES1
A_24_P48587	PSENEN
A_24_P48617	UQCR
A_24_P48723	PTGIS
A_24_P488105	ETNK1
A_24_P48856	CBS
A_24_P488586	HNRPA3
A_24_P488588	HNRPA3
A_24_P48862	SNAP29
A_24_P492562	YWHAZ
A_24_P497226	RPS6KB1
A_24_P49731	NFYB
A_24_P49997	PFN3
A_24_P500891	AK2
A_24_P50245	HLA-DMA
A_24_P503729	AK021531
A_24_P504405	SNRPF
A_24_P50759	TNF
A_24_P50767	AF161342
A_24_P50890	PVRL1
A_24_P50918	AK090830
A_24_P51104	BC014579
A_24_P51118	MTAP
A_24_P51166	ITGA9
A_24_P51201	HERC3
A_24_P512749	CK821950
A_24_P51360	LARS
A_24_P51517	FGR
A_24_P515815	AI263220
A_24_P517901	HNRPA1
A_24_P51805	AZI2
A_24_P51855	DUSP7
A_24_P521409	RPS6KB1
A_24_P521559	UGT2B10
A_24_P52293	OR2A25
A_24_P524452	HIST3H2BB
A_24_P525663	THC2677261
A_24_P525917	AK025758
A_24_P52597	CYP17A1
A_24_P526177	TDG
A_24_P52714	RNASEH2C
A_24_P52733	IL10RA
A_24_P527404	BMPR1A
A_24_P52921	BCAT1
A_24_P529627	ENST00000390353
A_24_P529644	H6PD
A_24_P532232	CREB5
A_24_P53595	GNAS
A_24_P538403	ROCK1
A_24_P538567	AK055501
A_24_P53976	GLUL
A_24_P540057	CA5A
A_24_P54083	THC2606799
A_24_P54174	TNFRSF1B
A_24_P54220	FASLG
A_24_P54253	PARS2
A_24_P54390	RASGRP3
A_24_P544543	CAPN1
A_24_P544882	AK026687
A_24_P54797	RBPJ
A_24_P548307	U00954
A_24_P548354	RPS29
A_24_P54879	SCARB2
A_24_P550562	AA420988
A_24_P55148	HIST1H2BJ
A_24_P55295	GJA1
A_24_P55391	BC082970
A_24_P555791	HERC2
A_24_P55971	VEGFB
A_24_P56130	MYL6
A_24_P56221	MMAB
A_24_P56252	AF086032
A_24_P56310	TNFRSF19
A_24_P56363	CAB39L
A_24_P56388	HIF1A
A_24_P56462	DAD1
A_24_P56467	GMPR2
A_24_P565556	ALG1
A_24_P566701	SKP1A
A_24_P566891	ARF1
A_24_P567408	CLN3
A_24_P56833	HSD17B1
A_24_P570049	PPARA
A_24_P57047	DLL3
A_24_P570930	BF364571
A_24_P57207	CREB3L3
A_24_P57367	AHCY
A_24_P576174	AK025344
A_24_P576191	AK092472
A_24_P577694	ADCY1
A_24_P58204	OR51B5
A_24_P58233	HS6ST2
A_24_P58337	FTH1
A_24_P584936	BE243347
A_24_P58501	OR4F4
A_24_P58529	TUBA1C
A_24_P5856	TNFSF9
A_24_P585747	STAMBP
A_24_P585770	GNAQ
A_24_P58579	TPM3
A_24_P586523	ALG1
A_24_P5890	KIR2DL5A
A_24_P589301	AF086216
A_24_P590537	H3F3A
A_24_P59327	NRP1
A_24_P59667	JAK3
A_24_P59899	LAMA1
A_24_P602052	CA420688
A_24_P603224	SF3A3
A_24_P60381	KNG1
A_24_P604496	AU148207
A_24_P604649	PGK1
A_24_P604851	AK023892
A_24_P605612	THBS2
A_24_P60634	SLC12A7
A_24_P60680	OR10C1
A_24_P607904	AK026826
A_24_P608270	K03192
A_24_P608330	AK095242
A_24_P60845	ACHE
A_24_P610375	CA306742
A_24_P610387	BE168511
A_24_P610618	AK123127
A_24_P61150	KCNMA1
A_24_P61467	CUL4A
A_24_P61520	MLH3
A_24_P61537	CKB
A_24_P617046	AW182715
A_24_P617578	ECH1
A_24_P619733	MDH1
A_24_P62237	CERK
A_24_P624182	CB528527
A_24_P62505	GLT25D2
A_24_P62521	PSEN2
A_24_P625382	CSDA
A_24_P626850	H6PD
A_24_P626920	SCD
A_24_P62708	PRKACB
A_24_P627306	EDEM2
A_24_P62783	FABP3
A_24_P62860	STAM2
A_24_P63019	IL1R2
A_24_P6305	RPL10
A_24_P630640	CENTB1
A_24_P63118	PDCD6IP
A_24_P63262	RPN1
A_24_P63347	PF4V1
A_24_P63380	BMPR1B
A_24_P63468	AGXT2
A_24_P63522	HMGCS1
A_24_P638294	RPS26
A_24_P639441	CD59
A_24_P63950	AP1S1
A_24_P639505	STX6
A_24_P639629	AK056245
A_24_P63969	LSM8
A_24_P64039	AP3M2
A_24_P64167	PTGS1
A_24_P64233	ALDH1B1
A_24_P64344	BLNK
A_24_P64781	KITLG
A_24_P65373	ITGA2B
A_24_P655849	BM802662
A_24_P65616	PVR
A_24_P65779	UBA52
A_24_P65864	NSFL1C
A_24_P66001	UCRC
A_24_P66125	STAG2
A_24_P661612	AK097371
A_24_P66337	LYCAT
A_24_P664891	COX6A1
A_24_P66528	SRP9
A_24_P67096	ABCA5
A_24_P673063	FABP5
A_24_P67364	TPM3
A_24_P67375	TPMT
A_24_P67699	RPL23A
A_24_P677525	AF336795
A_24_P680857	AB002449
A_24_P681301	UBC
A_24_P682285	HSPA1A
A_24_P68342	COL4A1
A_24_P68381	DCT
A_24_P683917	FLNB
A_24_P68585	SHC1
A_24_P68631	HIST2H2AB
A_24_P687302	LAMA3
A_24_P688133	AK124299
A_24_P6889	PIAS3
A_24_P68991	NKX6-1
A_24_P690285	CNOT6L
A_24_P690924	SEC23B
A_24_P692198	GOT2
A_24_P692566	AF283771
A_24_P69538	TLR4
A_24_P697573	AI942297
A_24_P70183	MYH11
A_24_P702842	AF290544
A_24_P70303	CACNG4
A_24_P703197	D55639
A_24_P706312	HNRPA3
A_24_P706314	HNRPA3
A_24_P70888	PLXNB2
A_24_P70993	CD99
A_24_P710171	METTL2B
A_24_P71021	GNB1
A_24_P712271	LOC150763
A_24_P71244	PIK3CD
A_24_P71341	FMO5
A_24_P71373	SLC9A1
A_24_P71834	DYNC1LI1
A_24_P71890	NPFFR2
A_24_P71938	SMAD1
A_24_P71973	KDR
A_24_P72012	NUDT12
A_24_P7202	KIDINS220
A_24_P72064	GHR
A_24_P72139	NAIP
A_24_P721841	KLHL9
A_24_P724040	SNRPB2
A_24_P72420	ELMO1
A_24_P72479	ARPC1A
A_24_P72518	KIAA0828
A_24_P731000	AU149534
A_24_P73158	FEN1
A_24_P73264	DUSP16
A_24_P73290	ATP2A2
A_24_P73370	ULK1
A_24_P73577	ALDH1A2
A_24_P73943	COX11
A_24_P740662	AK022379
A_24_P74070	PARD6G
A_24_P74160	SNRPD2
A_24_P742954	AL581249
A_24_P74371	CTSA
A_24_P74374	CTSA
A_24_P743907	DNM1L
A_24_P74753	ATP6AP1
